Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,FTHG,FTAG
03/04/2024,Man City,Aston Villa,1.3,6.08,9.06,1.41,2.95,4.0,1.0
04/04/2024,Liverpool,Sheffield United,1.08,12.59,25.43,1.2,4.54,3.0,1.0
04/04/2024,Chelsea,Man United,2.02,4.05,3.31,1.41,2.92,4.0,3.0
06/04/2024,Luton,Bournemouth,3.68,4.04,1.91,1.49,2.62,2.0,1.0
06/04/2024,Brighton,Arsenal,5.15,4.25,1.64,1.63,2.32,0.0,3.0
06/04/2024,Fulham,Newcastle,2.37,3.82,2.81,1.48,2.65,0.0,1.0
06/04/2024,Wolves,West Ham,2.51,3.58,2.75,1.77,2.08,1.0,2.0
06/04/2024,Aston Villa,Brentford,1.7,4.2,4.68,1.52,2.56,3.0,3.0
06/04/2024,Everton,Burnley,1.67,4.07,5.04,1.78,2.06,1.0,0.0
06/04/2024,Crystal Palace,Man City,10.3,5.59,1.31,1.66,2.25,2.0,4.0
07/04/2024,Man United,Liverpool,4.69,4.65,1.63,1.34,3.25,2.0,2.0
07/04/2024,Sheffield United,Chelsea,6.88,5.28,1.41,1.4,2.95,2.0,2.0
07/04/2024,Tottenham,Nottm Forest,1.4,5.3,7.23,1.42,2.88,3.0,1.0
13/04/2024,Nottm Forest,Wolves,2.16,3.55,3.37,1.83,2.0,2.0,2.0
13/04/2024,Man City,Luton,1.1,11.66,23.86,1.26,3.77,5.0,1.0
13/04/2024,Bournemouth,Man United,2.42,3.91,2.68,1.43,2.84,2.0,2.0
13/04/2024,Brentford,Sheffield United,1.43,5.09,6.86,1.52,2.55,2.0,0.0
13/04/2024,Newcastle,Tottenham,2.75,4.02,2.34,1.36,3.18,4.0,0.0
13/04/2024,Burnley,Brighton,3.5,3.8,2.02,1.65,2.26,1.0,1.0
14/04/2024,Liverpool,Crystal Palace,1.21,7.37,13.35,1.39,3.0,0.0,1.0
14/04/2024,West Ham,Fulham,2.38,3.65,2.88,1.66,2.26,0.0,2.0
14/04/2024,Arsenal,Aston Villa,1.28,6.1,9.89,1.48,2.66,0.0,2.0
15/04/2024,Chelsea,Everton,1.71,4.2,4.53,1.54,2.48,6.0,0.0
20/04/2024,Luton,Brentford,3.18,3.75,2.17,1.56,2.43,1.0,5.0
20/04/2024,Sheffield United,Burnley,2.76,3.63,2.47,1.66,2.25,1.0,4.0
20/04/2024,Wolves,Arsenal,8.05,5.05,1.39,1.62,2.32,0.0,2.0
21/04/2024,Crystal Palace,West Ham,2.15,3.59,3.34,1.79,2.04,5.0,2.0
21/04/2024,Everton,Nottm Forest,2.07,3.52,3.63,1.87,1.95,2.0,0.0
21/04/2024,Aston Villa,Bournemouth,1.87,4.11,3.76,1.44,2.77,3.0,1.0
21/04/2024,Fulham,Liverpool,5.19,4.67,1.57,1.41,2.91,1.0,3.0
23/04/2024,Arsenal,Chelsea,1.45,4.93,6.78,1.53,2.53,5.0,0.0
24/04/2024,Wolves,Bournemouth,2.72,3.6,2.52,1.66,2.24,0.0,1.0
24/04/2024,Crystal Palace,Newcastle,2.76,3.68,2.43,1.61,2.35,2.0,0.0
24/04/2024,Everton,Liverpool,7.11,4.98,1.42,1.51,2.56,2.0,0.0
24/04/2024,Man United,Sheffield United,1.31,6.11,8.44,1.36,3.18,4.0,2.0
25/04/2024,Brighton,Man City,6.65,4.95,1.44,1.49,2.63,0.0,4.0
27/04/2024,Aston Villa,Chelsea,2.17,3.9,3.06,1.44,2.77,2.0,2.0
27/04/2024,Everton,Brentford,2.36,3.5,2.97,1.83,2.01,1.0,0.0
27/04/2024,Newcastle,Sheffield United,1.23,7.04,11.1,1.33,3.31,5.0,1.0
27/04/2024,Wolves,Luton,1.98,3.83,3.58,1.63,2.31,2.0,1.0
27/04/2024,Fulham,Crystal Palace,2.11,3.6,3.42,1.7,2.18,1.0,1.0
27/04/2024,West Ham,Liverpool,5.63,4.89,1.51,1.37,3.1,2.0,2.0
27/04/2024,Man United,Burnley,1.52,4.9,5.44,1.36,3.15,1.0,1.0
28/04/2024,Bournemouth,Brighton,2.26,3.8,2.94,1.47,2.68,3.0,0.0
28/04/2024,Tottenham,Arsenal,4.12,4.07,1.8,1.48,2.63,2.0,3.0
28/04/2024,Nottm Forest,Man City,9.5,5.72,1.31,1.53,2.5,0.0,2.0
02/05/2024,Chelsea,Tottenham,2.2,4.05,2.91,1.31,3.44,2.0,0.0
03/05/2024,Luton,Everton,2.66,3.58,2.62,1.74,2.12,1.0,1.0
04/05/2024,Sheffield United,Nottm Forest,4.68,4.25,1.69,1.57,2.43,1.0,3.0
04/05/2024,Burnley,Newcastle,3.38,3.98,2.02,1.48,2.64,1.0,4.0
04/05/2024,Man City,Wolves,1.09,11.51,25.33,1.3,3.52,5.0,1.0
04/05/2024,Arsenal,Bournemouth,1.2,7.59,12.74,1.34,3.23,3.0,0.0
04/05/2024,Brentford,Fulham,2.12,3.8,3.25,1.59,2.38,0.0,0.0
05/05/2024,Brighton,Aston Villa,2.72,3.77,2.43,1.48,2.63,1.0,0.0
05/05/2024,Chelsea,West Ham,1.65,4.55,4.58,1.4,2.93,5.0,0.0
05/05/2024,Liverpool,Tottenham,1.48,5.26,5.61,1.26,3.82,4.0,2.0
06/05/2024,Crystal Palace,Man United,2.38,3.76,2.79,1.53,2.48,4.0,0.0
11/05/2024,Nottm Forest,Chelsea,3.39,3.94,2.03,1.48,2.64,2.0,3.0
11/05/2024,Wolves,Crystal Palace,2.86,3.51,2.47,1.79,2.04,1.0,3.0
11/05/2024,Tottenham,Burnley,1.35,6.01,7.33,1.24,4.05,2.0,1.0
11/05/2024,West Ham,Luton,1.82,4.33,3.83,1.42,2.84,3.0,1.0
11/05/2024,Everton,Sheffield United,1.4,5.13,7.46,1.54,2.48,1.0,0.0
11/05/2024,Bournemouth,Brentford,1.98,3.99,3.5,1.46,2.71,1.0,2.0
11/05/2024,Fulham,Man City,12.3,7.05,1.22,1.34,3.18,0.0,4.0
11/05/2024,Newcastle,Brighton,1.59,4.81,4.84,1.33,3.32,1.0,1.0
12/05/2024,Man United,Arsenal,7.08,5.5,1.39,1.37,3.09,0.0,1.0
13/05/2024,Aston Villa,Liverpool,4.15,4.55,1.71,1.33,3.28,3.0,3.0
14/05/2024,Tottenham,Man City,6.94,5.91,1.38,1.27,3.79,0.0,2.0
15/05/2024,Brighton,Chelsea,3.37,3.99,2.02,1.4,2.98,1.0,2.0
15/05/2024,Man United,Newcastle,2.73,4.04,2.34,1.33,3.33,3.0,2.0
19/05/2024,Crystal Palace,Aston Villa,1.87,4.28,3.67,1.39,2.96,5.0,0.0
19/05/2024,Luton,Fulham,2.92,3.95,2.23,1.44,2.76,2.0,4.0
19/05/2024,Liverpool,Wolves,1.16,8.71,14.55,1.22,4.23,2.0,0.0
19/05/2024,Chelsea,Bournemouth,1.45,5.32,5.99,1.27,3.71,2.0,1.0
19/05/2024,Man City,West Ham,1.1,11.72,21.81,1.2,4.45,3.0,1.0
19/05/2024,Brighton,Man United,2.17,4.11,2.95,1.32,3.38,0.0,2.0
19/05/2024,Brentford,Newcastle,2.94,3.96,2.22,1.38,3.04,2.0,4.0
19/05/2024,Arsenal,Everton,1.17,8.04,15.37,1.38,3.04,2.0,1.0
19/05/2024,Burnley,Nottm Forest,2.9,3.74,2.32,1.51,2.55,1.0,2.0
19/05/2024,Sheffield United,Tottenham,7.32,6.04,1.35,1.22,4.14,0.0,3.0
