Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,FTHG,FTAG
28/08/2021,Norwich,Leicester,4.34,3.55,1.9,1.8,2.06,1.0,2.0
28/08/2021,Aston Villa,Brentford,2.0,3.57,3.84,1.97,1.88,1.0,1.0
28/08/2021,Brighton,Everton,2.35,3.25,3.27,2.23,1.68,0.0,2.0
28/08/2021,Man City,Arsenal,1.26,6.16,11.99,1.57,2.45,5.0,0.0
28/08/2021,Newcastle,Southampton,2.52,3.47,2.82,1.83,2.03,2.0,2.0
29/08/2021,Burnley,Leeds,3.07,3.51,2.33,1.77,2.09,1.0,1.0
29/08/2021,Tottenham,Watford,1.44,4.48,8.42,1.85,2.0,1.0,0.0
29/08/2021,Wolves,Man United,4.91,3.48,1.82,2.01,1.83,0.0,1.0
11/09/2021,Chelsea,Aston Villa,1.3,5.46,11.28,1.78,2.07,3.0,0.0
11/09/2021,Watford,Wolves,3.36,3.19,2.33,2.3,1.64,0.0,2.0
11/09/2021,Southampton,West Ham,2.89,3.46,2.47,1.72,2.15,0.0,0.0
11/09/2021,Man United,Newcastle,1.2,7.27,14.77,1.44,2.79,4.0,1.0
11/09/2021,Leicester,Man City,5.7,4.22,1.6,1.74,2.14,0.0,1.0
11/09/2021,Arsenal,Norwich,1.52,4.48,6.4,1.71,2.17,1.0,0.0
11/09/2021,Crystal Palace,Tottenham,4.25,3.44,1.95,2.1,1.77,3.0,0.0
11/09/2021,Brentford,Brighton,2.86,3.14,2.69,2.46,1.57,0.0,1.0
12/09/2021,Leeds,Liverpool,4.34,4.05,1.78,1.57,2.44,0.0,3.0
13/09/2021,Everton,Burnley,1.75,3.71,5.01,1.99,1.85,3.0,1.0
17/09/2021,Newcastle,Leeds,3.01,3.62,2.33,1.65,2.29,1.0,1.0
18/09/2021,Norwich,Watford,2.18,3.39,3.47,2.11,1.76,1.0,3.0
18/09/2021,Man City,Southampton,1.15,8.46,18.55,1.4,2.99,0.0,0.0
18/09/2021,Aston Villa,Everton,2.4,3.36,3.06,2.0,1.84,3.0,0.0
18/09/2021,Burnley,Arsenal,3.82,3.5,2.03,2.03,1.82,0.0,1.0
18/09/2021,Liverpool,Crystal Palace,1.22,6.84,14.04,1.5,2.6,3.0,0.0
18/09/2021,Wolves,Brentford,1.9,3.27,4.83,2.49,1.56,0.0,2.0
19/09/2021,Brighton,Leicester,2.75,3.23,2.73,2.17,1.71,2.0,1.0
19/09/2021,West Ham,Man United,4.51,3.9,1.78,1.69,2.21,1.0,2.0
19/09/2021,Tottenham,Chelsea,4.89,3.83,1.74,2.09,1.77,0.0,3.0
25/09/2021,Brentford,Liverpool,6.96,4.48,1.49,1.75,2.12,3.0,3.0
25/09/2021,Leicester,Burnley,1.59,4.05,6.12,1.86,1.98,2.0,2.0
25/09/2021,Leeds,West Ham,3.04,3.67,2.29,1.61,2.37,1.0,2.0
25/09/2021,Watford,Newcastle,2.27,3.37,3.32,2.04,1.81,1.0,1.0
25/09/2021,Man United,Aston Villa,1.4,5.08,7.84,1.6,2.39,0.0,1.0
25/09/2021,Chelsea,Man City,2.66,3.26,2.79,2.13,1.75,0.0,1.0
25/09/2021,Everton,Norwich,1.63,3.86,5.96,1.89,1.95,2.0,0.0
26/09/2021,Southampton,Wolves,2.65,3.24,2.83,2.12,1.75,0.0,1.0
26/09/2021,Arsenal,Tottenham,2.28,3.31,3.35,2.07,1.79,3.0,1.0
27/09/2021,Crystal Palace,Brighton,3.04,3.15,2.54,2.31,1.63,1.0,1.0
02/10/2021,Brighton,Arsenal,3.05,3.22,2.5,2.06,1.8,0.0,0.0
02/10/2021,Man United,Everton,1.5,4.38,7.08,1.81,2.05,1.0,1.0
02/10/2021,Burnley,Norwich,1.88,3.61,4.33,1.9,1.94,0.0,0.0
02/10/2021,Chelsea,Southampton,1.38,4.9,8.92,1.79,2.06,3.0,1.0
02/10/2021,Leeds,Watford,1.76,3.9,4.63,1.69,2.22,1.0,0.0
02/10/2021,Wolves,Newcastle,1.69,4.0,5.02,1.93,1.91,2.0,1.0
03/10/2021,Liverpool,Man City,2.9,3.53,2.43,1.73,2.14,2.0,2.0
03/10/2021,West Ham,Brentford,1.82,3.62,4.67,1.92,1.92,1.0,2.0
03/10/2021,Crystal Palace,Leicester,3.11,3.41,2.36,2.02,1.83,2.0,2.0
03/10/2021,Tottenham,Aston Villa,2.12,3.53,3.5,1.89,1.95,2.0,1.0
16/10/2021,Watford,Liverpool,8.67,5.33,1.36,1.58,2.43,0.0,5.0
16/10/2021,Aston Villa,Wolves,2.25,3.28,3.42,2.12,1.76,2.0,3.0
16/10/2021,Leicester,Man United,3.49,3.59,2.1,1.77,2.11,4.0,2.0
16/10/2021,Man City,Burnley,1.12,9.47,22.12,1.39,3.04,2.0,0.0
16/10/2021,Norwich,Brighton,3.67,3.34,2.13,2.13,1.75,0.0,0.0
16/10/2021,Southampton,Leeds,2.4,3.52,2.93,1.72,2.17,1.0,0.0
16/10/2021,Brentford,Chelsea,6.37,3.84,1.6,2.04,1.81,0.0,1.0
17/10/2021,Everton,West Ham,2.52,3.35,2.89,1.89,1.96,0.0,1.0
17/10/2021,Newcastle,Tottenham,3.51,3.58,2.09,1.79,2.07,2.0,3.0
18/10/2021,Arsenal,Crystal Palace,1.65,3.87,5.65,1.93,1.91,2.0,2.0
22/10/2021,Arsenal,Aston Villa,1.91,3.73,4.05,1.78,2.08,3.0,1.0
23/10/2021,Chelsea,Norwich,1.19,7.07,17.21,1.66,2.27,7.0,0.0
23/10/2021,Crystal Palace,Newcastle,1.97,3.61,3.88,1.95,1.89,1.0,1.0
23/10/2021,Everton,Watford,1.67,3.86,5.49,2.01,1.84,2.0,5.0
23/10/2021,Leeds,Wolves,2.57,3.37,2.79,1.9,1.95,1.0,1.0
23/10/2021,Southampton,Burnley,2.0,3.54,3.87,2.01,1.84,2.0,2.0
23/10/2021,Brighton,Man City,7.71,4.77,1.42,1.83,2.02,1.0,4.0
24/10/2021,Brentford,Leicester,2.63,3.39,2.72,1.9,1.94,1.0,2.0
24/10/2021,West Ham,Tottenham,2.35,3.49,3.01,1.78,2.08,1.0,0.0
24/10/2021,Man United,Liverpool,3.06,3.66,2.27,1.59,2.42,0.0,5.0
30/10/2021,Tottenham,Man United,2.93,3.57,2.37,1.76,2.1,0.0,3.0
30/10/2021,Watford,Southampton,3.12,3.37,2.35,1.89,1.95,0.0,1.0
30/10/2021,Newcastle,Chelsea,8.63,4.91,1.38,1.74,2.12,0.0,3.0
30/10/2021,Man City,Crystal Palace,1.16,8.13,18.61,1.44,2.8,0.0,2.0
30/10/2021,Liverpool,Brighton,1.24,6.49,12.11,1.52,2.57,2.0,2.0
30/10/2021,Burnley,Brentford,2.66,3.24,2.78,2.17,1.71,3.0,1.0
30/10/2021,Leicester,Arsenal,2.47,3.47,2.87,1.81,2.05,0.0,2.0
31/10/2021,Norwich,Leeds,3.44,3.6,2.11,1.76,2.09,1.0,2.0
31/10/2021,Aston Villa,West Ham,2.83,3.5,2.48,1.81,2.03,1.0,4.0
01/11/2021,Wolves,Everton,2.24,3.28,3.39,2.27,1.65,2.0,1.0
05/11/2021,Southampton,Aston Villa,2.02,3.66,3.68,1.72,2.18,1.0,0.0
06/11/2021,Brighton,Newcastle,1.62,3.99,5.76,1.95,1.9,1.0,1.0
06/11/2021,Crystal Palace,Wolves,2.5,3.15,3.08,2.37,1.61,2.0,0.0
06/11/2021,Chelsea,Burnley,1.26,5.94,12.51,1.7,2.2,1.0,1.0
06/11/2021,Brentford,Norwich,1.63,3.92,5.8,2.03,1.82,1.0,2.0
06/11/2021,Man United,Man City,4.69,4.09,1.72,1.62,2.35,0.0,2.0
07/11/2021,Arsenal,Watford,1.39,4.9,8.25,1.6,2.38,1.0,0.0
07/11/2021,Everton,Tottenham,3.06,3.28,2.42,2.02,1.82,0.0,0.0
07/11/2021,Leeds,Leicester,2.76,3.56,2.5,1.66,2.25,1.0,1.0
07/11/2021,West Ham,Liverpool,4.59,4.11,1.72,1.49,2.63,3.0,2.0
20/11/2021,Wolves,West Ham,3.02,3.27,2.47,2.06,1.79,1.0,0.0
20/11/2021,Watford,Man United,6.22,4.65,1.5,1.65,2.27,4.0,1.0
20/11/2021,Norwich,Southampton,3.63,3.46,2.1,1.99,1.85,2.0,1.0
20/11/2021,Liverpool,Arsenal,1.48,4.77,6.38,1.49,2.64,4.0,0.0
20/11/2021,Burnley,Crystal Palace,2.77,3.23,2.7,2.18,1.7,3.0,3.0
20/11/2021,Aston Villa,Brighton,2.43,3.31,3.04,2.08,1.77,2.0,0.0
20/11/2021,Leicester,Chelsea,4.74,3.72,1.78,2.0,1.84,0.0,3.0
20/11/2021,Newcastle,Brentford,2.64,3.37,2.72,1.97,1.87,3.0,3.0
21/11/2021,Man City,Everton,1.18,7.56,15.95,1.49,2.61,3.0,0.0
21/11/2021,Tottenham,Leeds,1.73,4.07,4.56,1.76,2.09,2.0,1.0
27/11/2021,Arsenal,Newcastle,1.47,4.77,6.61,1.62,2.33,2.0,0.0
27/11/2021,Crystal Palace,Aston Villa,2.24,3.37,3.36,2.02,1.83,1.0,2.0
27/11/2021,Liverpool,Southampton,1.29,5.99,9.78,1.41,2.91,4.0,0.0
27/11/2021,Norwich,Wolves,3.54,3.35,2.17,2.3,1.64,0.0,0.0
27/11/2021,Brighton,Leeds,2.11,3.41,3.67,1.93,1.91,0.0,0.0
28/11/2021,Chelsea,Man United,1.61,4.12,5.67,1.81,2.03,1.0,1.0
28/11/2021,Man City,West Ham,1.3,5.82,10.01,1.5,2.59,2.0,1.0
28/11/2021,Brentford,Everton,2.25,3.27,3.4,2.17,1.71,1.0,0.0
28/11/2021,Leicester,Watford,1.63,4.15,5.26,1.66,2.24,4.0,2.0
30/11/2021,Newcastle,Norwich,1.99,3.63,3.82,1.83,2.01,1.0,1.0
30/11/2021,Leeds,Crystal Palace,2.42,3.33,3.06,1.92,1.92,1.0,0.0
01/12/2021,Southampton,Leicester,2.43,3.47,2.91,1.78,2.07,2.0,2.0
01/12/2021,Watford,Chelsea,10.3,5.43,1.31,1.71,2.17,1.0,2.0
01/12/2021,West Ham,Brighton,2.01,3.53,3.79,2.03,1.82,1.0,1.0
01/12/2021,Wolves,Burnley,1.95,3.41,4.23,2.22,1.67,0.0,0.0
01/12/2021,Aston Villa,Man City,8.6,5.2,1.36,1.63,2.3,1.0,2.0
01/12/2021,Everton,Liverpool,7.52,5.05,1.41,1.59,2.37,1.0,4.0
02/12/2021,Tottenham,Brentford,1.64,4.07,5.25,1.9,1.94,2.0,0.0
02/12/2021,Man United,Arsenal,2.02,3.66,3.66,1.8,2.05,3.0,2.0
04/12/2021,Watford,Man City,14.65,7.19,1.2,1.44,2.8,1.0,3.0
04/12/2021,Wolves,Liverpool,7.73,4.75,1.43,1.7,2.21,0.0,1.0
04/12/2021,Newcastle,Burnley,2.33,3.35,3.19,1.94,1.9,1.0,0.0
04/12/2021,Southampton,Brighton,2.45,3.21,3.1,2.17,1.72,1.0,1.0
04/12/2021,West Ham,Chelsea,4.7,3.6,1.82,2.06,1.8,3.0,2.0
05/12/2021,Leeds,Brentford,1.94,3.62,3.99,1.92,1.92,2.0,2.0
05/12/2021,Man United,Crystal Palace,1.57,4.19,6.09,1.77,2.09,1.0,0.0
05/12/2021,Tottenham,Norwich,1.41,4.75,8.11,1.84,2.0,3.0,0.0
05/12/2021,Aston Villa,Leicester,2.36,3.45,3.03,1.87,1.97,2.0,1.0
06/12/2021,Everton,Arsenal,3.38,3.52,2.16,2.04,1.81,2.0,1.0
10/12/2021,Brentford,Watford,2.29,3.32,3.34,1.99,1.85,2.0,1.0
11/12/2021,Norwich,Man United,7.25,4.73,1.45,1.71,2.18,0.0,1.0
11/12/2021,Liverpool,Aston Villa,1.23,6.85,11.92,1.4,2.97,1.0,0.0
11/12/2021,Chelsea,Leeds,1.28,5.95,11.46,1.59,2.4,3.0,2.0
11/12/2021,Arsenal,Southampton,1.67,3.99,5.32,1.79,2.06,3.0,0.0
11/12/2021,Man City,Wolves,1.16,8.11,20.35,1.55,2.49,1.0,0.0
12/12/2021,Burnley,West Ham,3.61,3.64,2.05,1.84,2.0,0.0,0.0
12/12/2021,Leicester,Newcastle,1.75,4.01,4.56,1.6,2.37,4.0,0.0
12/12/2021,Crystal Palace,Everton,2.29,3.21,3.42,2.31,1.63,3.0,1.0
14/12/2021,Norwich,Aston Villa,3.37,3.26,2.29,2.14,1.74,0.0,2.0
14/12/2021,Man City,Leeds,1.15,8.7,18.17,1.36,3.21,7.0,0.0
15/12/2021,Brighton,Wolves,2.32,3.05,3.51,2.52,1.54,0.0,1.0
15/12/2021,Crystal Palace,Southampton,2.14,3.38,3.59,2.1,1.76,2.0,2.0
15/12/2021,Arsenal,West Ham,2.2,3.58,3.26,1.83,2.02,2.0,0.0
16/12/2021,Liverpool,Newcastle,1.12,9.52,21.43,1.33,3.34,3.0,1.0
16/12/2021,Chelsea,Everton,1.24,6.17,13.27,1.71,2.16,1.0,1.0
18/12/2021,Leeds,Arsenal,3.89,3.78,1.91,1.75,2.11,1.0,4.0
19/12/2021,Newcastle,Man City,16.25,7.72,1.18,1.46,2.75,0.0,4.0
19/12/2021,Wolves,Chelsea,6.42,3.93,1.58,2.13,1.74,0.0,0.0
19/12/2021,Tottenham,Liverpool,5.18,4.5,1.59,1.64,2.3,2.0,2.0
26/12/2021,Aston Villa,Chelsea,5.35,3.77,1.7,2.03,1.82,1.0,3.0
26/12/2021,Brighton,Brentford,1.95,3.45,4.15,2.19,1.69,2.0,0.0
26/12/2021,West Ham,Southampton,1.85,3.8,4.18,1.75,2.11,2.0,3.0
26/12/2021,Norwich,Arsenal,7.73,4.77,1.42,1.78,2.07,0.0,5.0
26/12/2021,Man City,Leicester,1.18,7.85,14.75,1.39,3.01,6.0,3.0
26/12/2021,Tottenham,Crystal Palace,1.72,3.87,4.97,1.93,1.9,3.0,0.0
27/12/2021,Newcastle,Man United,6.66,4.58,1.48,1.61,2.33,1.0,1.0
28/12/2021,Crystal Palace,Norwich,1.68,3.74,5.68,2.14,1.73,3.0,0.0
28/12/2021,Southampton,Tottenham,3.74,3.51,2.05,1.9,1.93,1.0,1.0
28/12/2021,Watford,West Ham,3.28,3.58,2.2,1.73,2.14,1.0,4.0
28/12/2021,Leicester,Liverpool,7.72,5.72,1.36,1.32,3.41,1.0,0.0
29/12/2021,Chelsea,Brighton,1.43,4.5,8.18,1.89,1.94,1.0,1.0
29/12/2021,Brentford,Man City,17.6,7.93,1.17,1.49,2.63,0.0,1.0
30/12/2021,Man United,Burnley,1.38,4.99,8.54,1.69,2.2,3.0,1.0
01/01/2022,Watford,Tottenham,5.32,4.17,1.62,1.77,2.07,0.0,1.0
01/01/2022,Crystal Palace,West Ham,3.09,3.46,2.33,1.87,1.97,2.0,3.0
01/01/2022,Arsenal,Man City,5.91,4.62,1.53,1.58,2.4,1.0,2.0
02/01/2022,Leeds,Burnley,2.03,3.57,3.65,1.87,1.96,3.0,1.0
02/01/2022,Chelsea,Liverpool,3.06,3.54,2.31,1.79,2.05,2.0,2.0
02/01/2022,Brentford,Aston Villa,3.0,3.31,2.45,2.07,1.77,2.0,1.0
02/01/2022,Everton,Brighton,2.78,3.16,2.72,2.23,1.67,2.0,3.0
03/01/2022,Man United,Wolves,1.56,4.17,6.08,1.95,1.88,0.0,1.0
11/01/2022,Southampton,Brentford,2.11,3.37,3.73,2.03,1.82,4.0,1.0
12/01/2022,West Ham,Norwich,1.31,5.52,10.28,1.66,2.24,2.0,0.0
14/01/2022,Brighton,Crystal Palace,2.1,3.28,3.91,2.18,1.71,1.0,1.0
15/01/2022,Man City,Chelsea,1.72,3.87,5.0,1.83,2.01,1.0,0.0
15/01/2022,Newcastle,Watford,2.06,3.62,3.55,1.79,2.05,1.0,1.0
15/01/2022,Norwich,Everton,3.74,3.48,2.05,2.07,1.77,2.0,1.0
15/01/2022,Wolves,Southampton,2.32,3.16,3.4,2.4,1.59,3.0,1.0
15/01/2022,Aston Villa,Man United,2.92,3.49,2.42,1.87,1.97,2.0,2.0
16/01/2022,West Ham,Leeds,1.65,4.21,4.98,1.62,2.31,2.0,3.0
16/01/2022,Liverpool,Brentford,1.3,5.68,10.64,1.65,2.26,3.0,0.0
18/01/2022,Brighton,Chelsea,4.81,3.72,1.77,2.1,1.75,1.0,1.0
19/01/2022,Leicester,Tottenham,3.04,3.42,2.36,1.78,2.06,2.0,3.0
19/01/2022,Brentford,Man United,4.51,3.64,1.83,1.89,1.94,1.0,3.0
21/01/2022,Watford,Norwich,2.07,3.52,3.63,1.9,1.93,0.0,3.0
22/01/2022,Everton,Aston Villa,2.75,3.29,2.66,2.02,1.82,0.0,1.0
22/01/2022,Brentford,Wolves,3.09,3.05,2.54,2.51,1.54,1.0,2.0
22/01/2022,Leeds,Newcastle,2.01,3.72,3.63,1.66,2.24,0.0,1.0
22/01/2022,Man United,West Ham,1.91,3.8,3.88,1.69,2.2,1.0,0.0
22/01/2022,Southampton,Man City,10.18,6.08,1.28,1.47,2.67,1.0,1.0
23/01/2022,Chelsea,Tottenham,1.69,3.99,4.96,1.91,1.92,2.0,0.0
23/01/2022,Leicester,Brighton,2.55,3.37,2.8,1.95,1.88,1.0,1.0
23/01/2022,Arsenal,Burnley,1.36,4.97,9.11,1.76,2.09,0.0,0.0
23/01/2022,Crystal Palace,Liverpool,5.73,4.21,1.58,1.71,2.15,1.0,3.0
05/02/2022,Burnley,Watford,2.21,3.27,3.51,2.09,1.76,0.0,0.0
08/02/2022,Newcastle,Everton,2.52,3.38,2.88,1.89,1.94,3.0,1.0
08/02/2022,West Ham,Watford,1.55,4.3,6.28,1.77,2.08,1.0,0.0
08/02/2022,Burnley,Man United,5.82,4.07,1.61,1.83,2.0,1.0,1.0
09/02/2022,Man City,Brentford,1.11,9.98,23.47,1.36,3.15,2.0,0.0
09/02/2022,Norwich,Crystal Palace,3.5,3.36,2.18,2.11,1.74,1.0,1.0
09/02/2022,Tottenham,Southampton,1.61,4.13,5.57,1.77,2.07,2.0,3.0
09/02/2022,Aston Villa,Leeds,1.8,3.96,4.26,1.7,2.19,3.0,3.0
10/02/2022,Wolves,Arsenal,3.57,3.25,2.2,2.31,1.63,0.0,1.0
10/02/2022,Liverpool,Leicester,1.26,6.56,10.5,1.33,3.33,2.0,0.0
12/02/2022,Norwich,Man City,18.09,7.86,1.17,1.42,2.86,0.0,4.0
12/02/2022,Watford,Brighton,3.7,3.27,2.14,2.32,1.63,0.0,2.0
12/02/2022,Man United,Southampton,1.61,4.22,5.43,1.69,2.2,1.0,1.0
12/02/2022,Brentford,Crystal Palace,2.66,3.09,2.92,2.33,1.62,0.0,0.0
12/02/2022,Everton,Leeds,2.32,3.64,2.99,1.65,2.27,3.0,0.0
13/02/2022,Burnley,Liverpool,10.72,5.75,1.29,1.6,2.36,0.0,1.0
13/02/2022,Newcastle,Aston Villa,2.72,3.44,2.6,1.82,2.02,1.0,0.0
13/02/2022,Tottenham,Wolves,1.68,3.76,5.57,2.18,1.71,0.0,2.0
13/02/2022,Leicester,West Ham,2.88,3.58,2.4,1.67,2.23,2.0,2.0
15/02/2022,Man United,Brighton,1.78,3.78,4.74,1.89,1.94,2.0,0.0
19/02/2022,Southampton,Everton,2.08,3.56,3.58,1.8,2.04,2.0,0.0
19/02/2022,Liverpool,Norwich,1.12,9.63,24.83,1.34,3.25,3.0,1.0
19/02/2022,Man City,Tottenham,1.29,5.87,10.84,1.6,2.36,2.0,3.0
19/02/2022,Crystal Palace,Chelsea,5.59,3.9,1.65,2.01,1.83,0.0,1.0
19/02/2022,Arsenal,Brentford,1.46,4.46,7.68,1.96,1.88,2.0,1.0
19/02/2022,Aston Villa,Watford,1.67,3.93,5.41,1.97,1.87,0.0,1.0
19/02/2022,West Ham,Newcastle,1.7,3.91,5.11,1.8,2.03,1.0,1.0
19/02/2022,Brighton,Burnley,1.67,3.74,5.75,2.22,1.67,0.0,3.0
20/02/2022,Leeds,Man United,3.91,3.86,1.9,1.63,2.3,2.0,4.0
20/02/2022,Wolves,Leicester,2.29,3.28,3.33,2.15,1.72,2.0,1.0
23/02/2022,Burnley,Tottenham,4.72,3.73,1.79,2.01,1.82,1.0,0.0
23/02/2022,Watford,Crystal Palace,3.2,3.24,2.4,2.2,1.69,1.0,4.0
23/02/2022,Liverpool,Leeds,1.16,8.73,16.66,1.27,3.8,6.0,0.0
24/02/2022,Arsenal,Wolves,1.65,3.8,5.83,2.23,1.67,2.0,1.0
25/02/2022,Southampton,Norwich,1.54,4.37,6.22,1.75,2.11,2.0,0.0
26/02/2022,Everton,Man City,10.95,6.04,1.28,1.54,2.48,0.0,1.0
26/02/2022,Brighton,Aston Villa,2.27,3.28,3.41,2.15,1.72,0.0,2.0
26/02/2022,Man United,Watford,1.34,5.44,9.04,1.64,2.28,0.0,0.0
26/02/2022,Brentford,Newcastle,2.52,3.17,3.04,2.28,1.65,0.0,2.0
26/02/2022,Crystal Palace,Burnley,1.97,3.42,4.19,2.28,1.65,1.0,1.0
26/02/2022,Leeds,Tottenham,4.03,3.96,1.86,1.63,2.32,0.0,4.0
27/02/2022,West Ham,Wolves,2.11,3.24,3.89,2.29,1.64,1.0,0.0
01/03/2022,Burnley,Leicester,2.94,3.34,2.52,1.98,1.86,0.0,2.0
05/03/2022,Liverpool,West Ham,1.3,5.86,9.95,1.5,2.61,1.0,0.0
05/03/2022,Norwich,Brentford,2.95,3.15,2.6,2.28,1.64,1.0,3.0
05/03/2022,Wolves,Crystal Palace,2.37,3.1,3.4,2.54,1.53,0.0,2.0
05/03/2022,Newcastle,Brighton,2.77,3.19,2.74,2.26,1.66,2.0,1.0
05/03/2022,Aston Villa,Southampton,2.36,3.48,3.04,1.83,2.0,4.0,0.0
05/03/2022,Leicester,Leeds,1.8,4.12,4.14,1.54,2.5,1.0,0.0
05/03/2022,Burnley,Chelsea,7.44,4.15,1.5,2.07,1.77,0.0,4.0
06/03/2022,Watford,Arsenal,6.14,4.02,1.59,2.02,1.82,2.0,3.0
06/03/2022,Man City,Man United,1.41,4.91,7.86,1.6,2.35,4.0,1.0
07/03/2022,Tottenham,Everton,1.61,4.13,5.61,1.78,2.06,5.0,0.0
10/03/2022,Norwich,Chelsea,11.9,5.59,1.29,1.72,2.15,1.0,3.0
10/03/2022,Southampton,Newcastle,2.0,3.7,3.71,1.79,2.04,1.0,2.0
10/03/2022,Wolves,Watford,1.82,3.5,4.84,2.33,1.62,4.0,0.0
10/03/2022,Leeds,Aston Villa,2.72,3.59,2.54,1.69,2.19,0.0,3.0
12/03/2022,Man United,Tottenham,2.18,3.56,3.33,1.74,2.13,3.0,2.0
12/03/2022,Brighton,Liverpool,6.2,4.47,1.53,1.69,2.21,0.0,2.0
12/03/2022,Brentford,Burnley,2.2,3.23,3.65,2.37,1.6,2.0,0.0
13/03/2022,Chelsea,Newcastle,1.33,5.3,10.16,1.71,2.16,1.0,0.0
13/03/2022,Everton,Wolves,2.31,3.24,3.35,2.3,1.63,0.0,1.0
13/03/2022,Leeds,Norwich,1.6,4.31,5.51,1.67,2.23,2.0,1.0
13/03/2022,Southampton,Watford,1.61,4.17,5.59,1.81,2.02,1.0,2.0
13/03/2022,West Ham,Aston Villa,2.33,3.31,3.24,1.95,1.87,2.0,1.0
13/03/2022,Arsenal,Leicester,1.53,4.55,6.0,1.63,2.31,2.0,0.0
14/03/2022,Crystal Palace,Man City,9.82,5.5,1.32,1.68,2.22,0.0,0.0
16/03/2022,Brighton,Tottenham,3.28,3.34,2.3,2.09,1.76,0.0,2.0
16/03/2022,Arsenal,Liverpool,3.78,3.98,1.92,1.72,2.15,0.0,2.0
17/03/2022,Everton,Newcastle,2.37,3.38,3.11,1.98,1.85,1.0,0.0
18/03/2022,Wolves,Leeds,2.14,3.49,3.56,1.95,1.88,2.0,3.0
19/03/2022,Aston Villa,Arsenal,2.99,3.47,2.41,1.87,1.96,0.0,1.0
20/03/2022,Leicester,Brentford,2.19,3.45,3.41,1.9,1.93,2.0,1.0
20/03/2022,Tottenham,West Ham,1.75,3.94,4.7,1.73,2.13,3.0,1.0
02/04/2022,Wolves,Aston Villa,3.01,3.1,2.59,2.38,1.6,2.0,1.0
02/04/2022,Leeds,Southampton,2.42,3.61,2.86,1.63,2.31,1.0,1.0
02/04/2022,Chelsea,Brentford,1.35,4.99,10.04,1.89,1.93,1.0,4.0
02/04/2022,Man United,Leicester,1.52,4.6,6.1,1.56,2.43,1.0,1.0
02/04/2022,Brighton,Norwich,1.5,4.12,7.51,2.05,1.79,0.0,0.0
02/04/2022,Liverpool,Watford,1.13,9.36,21.82,1.35,3.22,2.0,0.0
02/04/2022,Burnley,Man City,13.75,6.54,1.23,1.59,2.39,0.0,2.0
03/04/2022,West Ham,Everton,1.79,3.75,4.6,1.94,1.89,2.0,1.0
03/04/2022,Tottenham,Newcastle,1.52,4.36,6.58,1.8,2.04,5.0,1.0
04/04/2022,Crystal Palace,Arsenal,4.05,3.41,1.99,2.13,1.73,3.0,0.0
06/04/2022,Burnley,Everton,2.57,3.16,2.98,2.25,1.66,3.0,2.0
08/04/2022,Newcastle,Wolves,2.31,3.11,3.51,2.4,1.59,1.0,0.0
09/04/2022,Aston Villa,Tottenham,3.15,3.55,2.27,1.85,1.98,0.0,4.0
09/04/2022,Everton,Man United,4.48,3.84,1.8,1.84,2.0,1.0,0.0
09/04/2022,Arsenal,Brighton,1.65,3.9,5.64,2.01,1.81,1.0,2.0
09/04/2022,Southampton,Chelsea,3.98,3.69,1.93,1.94,1.9,0.0,6.0
