Date,HomeTeam,AwayTeam,B365H,B365D,B365A,B365>2.5,B365<2.5,FTHG,FTAG
09/04/2022,Watford,Leeds,2.69,3.54,2.58,1.77,2.08,0.0,3.0
10/04/2022,Man City,Liverpool,2.06,3.71,3.5,1.7,2.18,2.0,2.0
10/04/2022,Norwich,Burnley,2.97,3.19,2.56,2.31,1.62,2.0,0.0
10/04/2022,Brentford,West Ham,2.69,3.31,2.73,2.07,1.77,2.0,0.0
10/04/2022,Leicester,Crystal Palace,2.41,3.44,2.98,1.95,1.88,2.0,1.0
16/04/2022,Tottenham,Brighton,1.54,4.25,6.35,1.87,1.95,0.0,1.0
16/04/2022,Man United,Norwich,1.24,6.45,12.84,1.51,2.57,3.0,2.0
16/04/2022,Southampton,Arsenal,3.9,3.68,1.95,1.88,1.95,1.0,0.0
16/04/2022,Watford,Brentford,2.86,3.28,2.59,2.12,1.74,1.0,2.0
17/04/2022,Newcastle,Leicester,2.25,3.38,3.32,1.93,1.9,2.0,1.0
17/04/2022,West Ham,Burnley,1.72,3.84,5.02,1.94,1.88,1.0,1.0
19/04/2022,Liverpool,Man United,1.41,5.21,7.44,1.5,2.6,4.0,0.0
20/04/2022,Newcastle,Crystal Palace,2.34,3.26,3.25,2.21,1.69,1.0,0.0
20/04/2022,Man City,Brighton,1.2,6.85,17.12,1.63,2.3,3.0,0.0
20/04/2022,Chelsea,Arsenal,1.87,3.64,4.34,2.04,1.8,2.0,4.0
20/04/2022,Everton,Leicester,2.32,3.45,3.15,1.91,1.92,1.0,1.0
21/04/2022,Burnley,Southampton,2.76,3.41,2.61,1.95,1.88,2.0,0.0
23/04/2022,Brentford,Tottenham,4.28,3.67,1.87,1.86,1.97,0.0,0.0
23/04/2022,Arsenal,Man United,2.11,3.58,3.5,1.81,2.03,3.0,1.0
23/04/2022,Leicester,Aston Villa,2.85,3.39,2.54,1.83,2.01,0.0,0.0
23/04/2022,Man City,Watford,1.11,9.78,25.83,1.38,3.03,5.0,1.0
23/04/2022,Norwich,Newcastle,3.55,3.33,2.18,1.95,1.88,0.0,3.0
24/04/2022,Chelsea,West Ham,1.53,4.37,6.4,1.81,2.03,1.0,0.0
24/04/2022,Liverpool,Everton,1.19,7.35,15.64,1.44,2.77,2.0,0.0
24/04/2022,Brighton,Southampton,2.17,3.32,3.59,2.02,1.82,2.0,2.0
24/04/2022,Burnley,Wolves,2.71,3.11,2.86,2.39,1.59,1.0,0.0
25/04/2022,Crystal Palace,Leeds,2.08,3.59,3.53,1.83,2.0,0.0,0.0
28/04/2022,Man United,Chelsea,3.17,3.57,2.25,1.82,2.02,1.0,1.0
30/04/2022,Newcastle,Liverpool,7.81,4.87,1.41,1.69,2.19,0.0,1.0
30/04/2022,Aston Villa,Norwich,1.4,4.94,8.3,1.69,2.19,2.0,0.0
30/04/2022,Southampton,Crystal Palace,2.41,3.37,3.05,2.0,1.84,1.0,2.0
30/04/2022,Watford,Burnley,2.68,3.31,2.75,2.07,1.78,1.0,2.0
30/04/2022,Wolves,Brighton,2.75,3.09,2.83,2.49,1.54,0.0,3.0
30/04/2022,Leeds,Man City,9.69,5.85,1.31,1.47,2.68,0.0,4.0
01/05/2022,Everton,Chelsea,4.83,3.71,1.77,1.98,1.85,1.0,0.0
01/05/2022,Tottenham,Leicester,1.46,4.8,6.88,1.59,2.39,3.0,1.0
01/05/2022,West Ham,Arsenal,4.54,3.84,1.79,1.86,1.97,1.0,2.0
02/05/2022,Man United,Brentford,1.76,3.95,4.51,1.75,2.09,3.0,0.0
07/05/2022,Liverpool,Tottenham,1.46,4.89,6.68,1.55,2.47,1.0,1.0
07/05/2022,Brighton,Man United,2.8,3.44,2.56,1.93,1.9,4.0,0.0
07/05/2022,Crystal Palace,Watford,1.69,3.89,5.2,1.95,1.88,1.0,0.0
07/05/2022,Brentford,Southampton,2.21,3.44,3.35,1.93,1.9,3.0,0.0
07/05/2022,Burnley,Aston Villa,3.0,3.33,2.46,2.04,1.79,1.0,3.0
07/05/2022,Chelsea,Wolves,1.36,4.95,9.62,1.89,1.94,2.0,2.0
08/05/2022,Arsenal,Leeds,1.46,4.81,6.77,1.58,2.41,2.0,1.0
08/05/2022,Leicester,Everton,2.61,3.34,2.8,1.98,1.85,1.0,2.0
08/05/2022,Norwich,West Ham,4.51,3.81,1.8,1.83,2.01,0.0,4.0
08/05/2022,Man City,Newcastle,1.18,7.63,17.16,1.48,2.68,5.0,0.0
10/05/2022,Aston Villa,Liverpool,7.35,4.85,1.44,1.63,2.31,1.0,2.0
11/05/2022,Wolves,Man City,12.83,5.88,1.26,1.66,2.24,1.0,5.0
11/05/2022,Watford,Everton,4.26,3.68,1.87,1.91,1.92,0.0,0.0
11/05/2022,Leeds,Chelsea,4.98,4.17,1.67,1.64,2.28,0.0,3.0
11/05/2022,Leicester,Norwich,1.44,4.9,7.02,1.61,2.34,3.0,0.0
12/05/2022,Tottenham,Arsenal,2.12,3.6,3.42,1.78,2.05,3.0,0.0
15/05/2022,Everton,Brentford,2.1,3.55,3.53,1.99,1.84,2.0,3.0
15/05/2022,Tottenham,Burnley,1.34,5.36,9.11,1.58,2.39,1.0,0.0
15/05/2022,Aston Villa,Crystal Palace,2.06,3.55,3.63,1.89,1.94,1.0,1.0
15/05/2022,Leeds,Brighton,2.67,3.52,2.61,1.84,1.99,1.0,1.0
15/05/2022,Watford,Leicester,3.65,3.68,2.02,1.77,2.08,1.0,5.0
15/05/2022,West Ham,Man City,8.01,5.2,1.38,1.54,2.47,2.0,2.0
15/05/2022,Wolves,Norwich,1.46,4.58,7.25,1.83,2.0,1.0,1.0
16/05/2022,Newcastle,Arsenal,4.14,3.68,1.88,1.85,1.97,2.0,0.0
17/05/2022,Southampton,Liverpool,8.02,5.49,1.37,1.44,2.79,1.0,2.0
19/05/2022,Chelsea,Leicester,1.38,4.91,8.66,1.63,2.3,1.0,1.0
19/05/2022,Everton,Crystal Palace,1.95,3.47,4.16,2.04,1.79,3.0,2.0
19/05/2022,Aston Villa,Burnley,2.05,3.56,3.7,1.95,1.87,1.0,1.0
22/05/2022,Crystal Palace,Man United,3.1,3.66,2.25,1.74,2.12,1.0,0.0
22/05/2022,Liverpool,Wolves,1.16,8.12,18.95,1.43,2.82,3.0,1.0
22/05/2022,Leicester,Southampton,1.88,4.03,3.86,1.58,2.39,4.0,1.0
22/05/2022,Chelsea,Watford,1.17,7.89,17.63,1.44,2.78,2.0,1.0
22/05/2022,Man City,Aston Villa,1.16,8.18,18.24,1.43,2.81,3.0,2.0
22/05/2022,Brighton,West Ham,2.4,3.57,2.91,1.76,2.08,3.0,1.0
22/05/2022,Brentford,Leeds,2.41,3.76,2.79,1.6,2.36,1.0,2.0
22/05/2022,Arsenal,Everton,1.37,5.15,8.69,1.57,2.42,5.0,1.0
22/05/2022,Burnley,Newcastle,2.24,3.48,3.25,1.92,1.91,1.0,2.0
22/05/2022,Norwich,Tottenham,11.19,6.45,1.26,1.44,2.79,0.0,5.0
